ID,Adjacent
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-28-33-35-101,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-28-33-35-101,107
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-28-33-35-101,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-101,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-101,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-101,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35,101
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101,104
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101,107
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101-104-107,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101-104-107,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101-107,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101-107,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-34-35-101-107,104
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-35-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-35-101,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-35-101,107
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-24-33-35-101,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-28,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-23-28,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-28,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-22-28,23
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24,101
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-101,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-101,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28,101
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-101,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-101,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-29,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-29,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-29,101
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-29-101,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-24-28-29-101,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-28,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-23-28,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-28,21
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-20-28,23
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22,23
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24,33
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28,33
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29,33
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33-34,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33-34,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33-34-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-29-33-35,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-34,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-34,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-34,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-34-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-34-35,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-35,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-28-33-35,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33,35
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33-34-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33-34-35,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33-35,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33-35,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-24-33-35,34
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-28,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-23-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-22-28,23
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24-28,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24-28-29,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-24-28-29,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-28,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-23-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-28,20
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-28,22
1-2-3-4-5-6-11-12-13-14-15-16-17-18-19-28,23
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-24,28
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-24,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-24-28,29
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-24-28,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-24-28-29,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-28,24
1-2-3-4-5-6-11-12-13-14-15-16-17-18-23-28,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-28,19
1-2-3-4-5-6-11-12-13-14-15-16-17-18-28,23
1-2-3-4-5-6-11-12-13-14-15-16-17-23,24
1-2-3-4-5-6-11-12-13-14-15-16-17-23,18
1-2-3-4-5-6-11-12-13-14-15-16-17-23-24,18
1-2-3-4-5-6-11-12-13-14-15-16-23,24
1-2-3-4-5-6-11-12-13-14-15-16-23,17
1-2-3-4-5-6-11-12-13-14-15-16-23-24,17
1-2-3-4-5-6-11-12-13-14-15-23,24
1-2-3-4-5-6-11-12-13-14-15-23,16
1-2-3-4-5-6-11-12-13-14-15-23-24,16
1-2-3-4-5-6-11-12-13-14-23,24
1-2-3-4-5-6-11-12-13-14-23,15
1-2-3-4-5-6-11-12-13-14-23-24,15
1-2-3-4-5-6-11-12-13-15,14
1-2-3-4-5-6-11-12-13-15,16
1-2-3-4-5-6-11-12-13-15,23
1-2-3-4-5-6-11-12-13-15-16,14
1-2-3-4-5-6-11-12-13-15-16,17
1-2-3-4-5-6-11-12-13-15-16,23
1-2-3-4-5-6-11-12-13-15-16-17,14
1-2-3-4-5-6-11-12-13-15-16-17,23
1-2-3-4-5-6-11-12-13-15-16-17-23,14
1-2-3-4-5-6-11-12-13-15-16-17-23,24
1-2-3-4-5-6-11-12-13-15-16-17-23-24,14
1-2-3-4-5-6-11-12-13-15-16-23,14
1-2-3-4-5-6-11-12-13-15-16-23,24
1-2-3-4-5-6-11-12-13-15-16-23,17
1-2-3-4-5-6-11-12-13-15-16-23-24,14
1-2-3-4-5-6-11-12-13-15-16-23-24,17
1-2-3-4-5-6-11-12-13-15-23,14
1-2-3-4-5-6-11-12-13-15-23,24
1-2-3-4-5-6-11-12-13-15-23,16
1-2-3-4-5-6-11-12-13-15-23-24,14
1-2-3-4-5-6-11-12-13-15-23-24,16
1-2-3-4-5-6-11-12-13-23,14
1-2-3-4-5-6-11-12-13-23,24
1-2-3-4-5-6-11-12-13-23,15
1-2-3-4-5-6-11-12-13-23-24,14
1-2-3-4-5-6-11-12-13-23-24,15
1-2-3-4-5-6-11-12-15,13
1-2-3-4-5-6-11-12-15,16
1-2-3-4-5-6-11-12-15,23
1-2-3-4-5-6-11-12-15-16,13
1-2-3-4-5-6-11-12-15-16,17
1-2-3-4-5-6-11-12-15-16,23
1-2-3-4-5-6-11-12-15-16-17,13
1-2-3-4-5-6-11-12-15-16-17,23
1-2-3-4-5-6-11-12-15-16-17-23,13
1-2-3-4-5-6-11-12-15-16-17-23,24
1-2-3-4-5-6-11-12-15-16-17-23-24,13
1-2-3-4-5-6-11-12-15-16-23,13
1-2-3-4-5-6-11-12-15-16-23,24
1-2-3-4-5-6-11-12-15-16-23,17
1-2-3-4-5-6-11-12-15-16-23-24,13
1-2-3-4-5-6-11-12-15-16-23-24,17
1-2-3-4-5-6-11-12-15-23,13
1-2-3-4-5-6-11-12-15-23,24
1-2-3-4-5-6-11-12-15-23,16
1-2-3-4-5-6-11-12-15-23-24,13
1-2-3-4-5-6-11-12-15-23-24,16
1-2-3-4-5-6-11-12-23,13
1-2-3-4-5-6-11-12-23,24
1-2-3-4-5-6-11-12-23,15
1-2-3-4-5-6-11-12-23-24,13
1-2-3-4-5-6-11-12-23-24,15
1-2-3-4-5-6-11-13,14
1-2-3-4-5-6-11-13,12
1-2-3-4-5-6-11-13,23
1-2-3-4-5-6-11-13-14,12
1-2-3-4-5-6-11-13-14,23
1-2-3-4-5-6-11-13-14-23,12
1-2-3-4-5-6-11-13-14-23,24
1-2-3-4-5-6-11-13-14-23-24,12
1-2-3-4-5-6-11-13-23,14
1-2-3-4-5-6-11-13-23,12
1-2-3-4-5-6-11-13-23,24
1-2-3-4-5-6-11-13-23-24,14
1-2-3-4-5-6-11-13-23-24,12
1-2-3-4-5-6-11-23,13
1-2-3-4-5-6-11-23,12
1-2-3-4-5-6-11-23,24
1-2-3-4-5-6-11-23-24,13
1-2-3-4-5-6-11-23-24,12
1-2-3-4-5-6-13,14
1-2-3-4-5-6-13,11
1-2-3-4-5-6-13,23
1-2-3-4-5-6-13-14,11
1-2-3-4-5-6-13-14,23
1-2-3-4-5-6-13-14-23,11
1-2-3-4-5-6-13-23,14
1-2-3-4-5-6-13-23,11
1-2-3-4-5-6-23,13
1-2-3-4-5-6-23,11
