Strategy,PlayerID,SessionID,Generation,TeamStatus,SessionStatus,Notes,TeamSize
,P158,S158,1,experiment_error,experiment_error,"Couldnt finish or take survey , game froze mid way through",
,P174,S174,1,valid,valid,NA,
,P175,S175,1,valid,valid,NA,
,P176,S176,1,valid,valid,NA,
,P177,S177,1,valid,valid,NA,
,P179,S179,1,valid,valid,NA,
,P180,S180,1,valid,valid,NA,
,P204,S204,1,valid,valid,NA,
,P205,S205,1,valid,valid,NA,
,P211,S211,1,valid,valid,NA,
,P212,S212,1,valid,valid,NA,
,P218,S218,1,valid,valid,NA,
,P219,S219,1,valid,valid,NA,
,P220,S220,1,valid,valid,NA,
,P221,S221,1,valid,valid,NA,
,P227,S227,1,valid,valid,NA,
,P228,S228,1,valid,valid,NA,
,P237,S237,1,valid,valid,NA,
,P238,S238,1,valid,valid,NA,
,P246,S246,1,valid,valid,NA,
,P247,S247,1,valid,valid,NA,
,P253,S253,1,valid,valid,NA,
,P252,S252,1,valid,valid,NA,
,P259,S259,1,valid,valid,NA,
,P261,S261,1,valid,valid,NA,
,P269,S269,1,bad_teammate,bad_compliance,was playing with phone in the begining,
,P270,S270,1,bad_teammate,valid,NA,
,P277,S277,1,valid,valid,NA,
,P278,S278,1,valid,valid,NA,
,P318,S318,1,valid,valid,NA,
,P319,S319,1,valid,valid,NA,
,P341,S341,1,valid,valid,didn't do survey,
,P342,S342,1,valid,valid,didn't do survey,
,P615,S615,1,valid,valid,NA,
,P614,S614,1,valid,valid,NA,
,P629,S629,1,valid,valid,NA,
,P630,S630,1,valid,valid,NA,
,P632,S632,1,valid,valid,NA,
,P633,S633,1,valid,valid,NA,
,P638,S638,1,valid,valid,NA,
,P639,S639,1,valid,valid,NA,
,P641,S641,1,valid,valid,NA,
,P642,S642,1,valid,valid,NA,
,P647,S647,1,valid,valid,NA,
,P648,S648,1,valid,valid,NA,
,P661,S661,1,valid,valid,NA,
,P662,S662,1,valid,valid,NA,
,P663,S663,1,valid,valid,NA,
,P664,S664,1,valid,valid,NA,
,P669,S669,1,valid,valid,NA,
,P670,S670,1,valid,valid,NA,
,P673,S673,1,valid,valid,NA,
,P674,S674,1,valid,valid,NA,
,P677,S677,1,valid,valid,NA,
,P678,S678,1,valid,valid,NA,
,P680,S680,1,valid,valid,NA,
,P681,S681,1,valid,valid,NA,
,P684,S684,1,valid,valid,NA,
,P685,S685,1,valid,valid,NA,
,P688,S688,1,valid,valid,NA,
,P689,S689,1,valid,valid,NA,
,P693,S693,1,valid,valid,NA,
,P694,S694,1,valid,valid,NA,
,P777,S777,1,valid,valid,NA,
,P778,S778,1,valid,valid,NA,
